school,name,period,sport_code,coachid,sport
Towson University,"Paynter, Greg",Apr 2007 - Apr 2018,WSO,199,Women's Soccer
Jackson State University,"Payton, Eddie",Aug 2003 - Aug 2016,MGO,22515,Men's Golf
Jackson State University,"Payton, Eddie",Aug 2003 - Aug 2016,WGO,22516,Women's Golf
Northwestern State University,"Paz, Willie",Aug 2003 - Aug 2006,WTE,9130,Women's Tennis
Brigham Young University,"Pearce, Brad",Sep 2003 -,MTE,6673,Men's Tennis
Mercer University,"Pearce, Mickey",Aug 1997 - Aug 2011,XRI,6389,Mixed Rifle
Auburn University,"Pearl, Bruce",Apr 2014 -,MBB,35311,Men's Basketball
University of Wisconsin-Milwaukee,"Pearl, Bruce",May 2001 - Aug 2004,MBB,2729,Men's Basketball
"University of Tennessee, Knoxville","Pearl, Bruce",Apr 2005 - Apr 2011,MBB,1853,Men's Basketball
University of Richmond,"Pearl, Laree",Aug 2003 - Aug 2005,WGO,1861,Women's Golf
College of the Holy Cross,"Pearl, Paul",Aug 2003 - Jun 2014,MIH,1589,Men's Ice Hockey
Siena College,"Pearsall, Melissa",Oct 2013 - Jul 2014,WLA,38205,Women's Lacrosse
University of Louisville,"Pearsall, Sandy",Aug 2003 - Aug 2018,WSB,8691,Softball
The University of North Carolina at Greensboro,"Pearson, Chad",Sep 2013 -,MTO,34029,"Men's Track, Outdoor"
The University of North Carolina at Greensboro,"Pearson, Chad",Sep 2013 -,WTO,34030,"Women's Track, Outdoor"
The University of North Carolina at Greensboro,"Pearson, Chad",Sep 2013 -,WTI,34028,"Women's Track, Indoor"
The University of North Carolina at Greensboro,"Pearson, Chad",Sep 2013 -,WCC,34026,Women's Cross Country
The University of North Carolina at Greensboro,"Pearson, Chad",Sep 2013 -,MTI,34027,"Men's Track, Indoor"
The University of North Carolina at Greensboro,"Pearson, Chad",Sep 2013 -,MCC,34025,Men's Cross Country
Kennesaw State University,"Pearson, Joel",Aug 2013 - Dec 2014,WCC,38095,Women's Cross Country
Kennesaw State University,"Pearson, Joel",Aug 2013 - Dec 2014,MCC,33540,Men's Cross Country
University of Michigan,"Pearson, Mel",Jun 2017 -,MIH,46327,Men's Ice Hockey
Michigan Technological University,"Pearson, Mel",Jun 2011 - Feb 2017,MIH,26989,Men's Ice Hockey
University of Richmond,"Peay, Clint",Mar 2009 - Aug 2012,MSO,19553,Men's Soccer
"California State University, Fresno","Pebley, Raegan",May 2012 - Apr 2014,WBB,29563,Women's Basketball
Utah State University,"Pebley, Raegan",Jun 2003 - Apr 2012,WBB,3998,Women's Basketball
Texas Christian University,"Pebley, Raegan",Apr 2014 -,WBB,35594,Women's Basketball
University of Florida,"Peck, Carolyn",Aug 2003 - Apr 2007,WBB,1669,Women's Basketball
Middle Tennessee State University,"Peck, Matt",Mar 2004 - Sep 2015,WVB,7350,Women's Volleyball
U.S. Military Academy,"Peck, Paul",Oct 2000 -,WTE,8120,Women's Tennis
Jackson State University,"Peck, Stephen",Aug 2016 -,WSO,44354,Women's Soccer
Quinnipiac University,"Pecknold, Rand",Aug 1994 -,MIH,22517,Men's Ice Hockey
Fordham University,"Pecora, Tom",Apr 2010 - Apr 2015,MBB,23502,Men's Basketball
Hofstra University,"Pecora, Tom",Aug 2001 - Jan 2010,MBB,592,Men's Basketball
University of Louisiana at Monroe,"Peddie, Bruce",Aug 2014 - Jun 2017,MBA,36501,Baseball
University of New Orleans,"Peddie, Bruce",Sep 2009 - Jun 2013,MBA,20177,Baseball
James Madison University,"Pedersen, Dane",Oct 2014 -,WSW,38402,Women's Swimming and Diving
University of Virginia,"Pedroso, Andres",Jul 2017 -,MTE,46732,Men's Tennis
Hampton University,"Peel, Trena",Sep 2010 - Aug 2013,WSB,25150,Softball
"University at Buffalo, the State University of New York","Peel, Trena",Aug 2013 - Feb 2018,WSB,33152,Softball
Winthrop University,"Peele, Randy",May 2007 - May 2012,MBB,3333,Men's Basketball
Portland State University,"Peery, Barret",May 2017 -,MBB,46441,Men's Basketball
Saint Peter's University,"Pelegrino, Michael",Oct 2007 - Jul 2008,WSB,207,Softball
Hampton University,"Pelegrino, Michael",Aug 2013 - Sep 2014,WSB,34191,Softball
Youngstown State University,"Pelini, Bo",Feb 2015 -,MFB,38886,Football
"University of Nebraska, Lincoln","Pelini, Bo",Jan 2008 - Dec 2014,MFB,4506,Football
Florida Atlantic University,"Pelini, Carl",Jan 2012 - Nov 2013,MFB,31787,Football
University of Texas at El Paso,"Pelletier, Jere",Sep 1994 -,WGO,6219,Women's Golf
Central Michigan University,"Pelowski, Molly",Mar 2015 - Feb 2018,WFH,39685,Field Hockey
University of South Alabama,"Pelphrey, John",Apr 2002 - May 2007,MBB,5925,Men's Basketball
"University of Arkansas, Fayetteville","Pelphrey, John",May 2007 - Apr 2011,MBB,1518,Men's Basketball
U.S. Naval Academy,"Pemper, Stefanie",May 2008 -,WBB,6590,Women's Basketball
Saint Joseph's University,"Pender, Shawn",Oct 2004 - Mar 2008,MBA,5581,Baseball
Cornell University,"Pendergast, Tim",Feb 2001 - Feb 2004,MFB,21178,Football
University of Connecticut,"Penders, Jim",Jul 2003 -,MBA,7761,Baseball
Appalachian State University,"Pendleton, Shaun",Apr 2008 - Oct 2011,MSO,1961,Men's Soccer
Winthrop University,"Pendley, Kevin",Aug 2006 -,MGO,4948,Men's Golf
Clemson University,"Penley, Larry",Jul 1983 -,MGO,9445,Men's Golf
University of Arizona,"Pennell, Russ",Aug 2007 - May 2009,MBB,4324,Men's Basketball
University of Central Arkansas,"Pennell, Russ",Apr 2014 -,MBB,35312,Men's Basketball
Loyola University Maryland,"Pennewill, Scott",Aug 2008 - Jun 2011,WVB,871,Women's Volleyball
Colgate University,"Pennington, Bobby",Aug 2006 -,MTE,1480,Men's Tennis
Colgate University,"Pennington, Bobby",Aug 2006 -,WTE,6287,Women's Tennis
Jackson State University,"Pennington, Scott",Nov 2012 - May 2015,WTE,33658,Women's Tennis
Jackson State University,"Pennington, Scott",Nov 2012 - May 2015,MTE,33657,Men's Tennis
East Tennessee State University,"Pennucci, Joe",Aug 2017 -,MBA,47570,Baseball
University of Northern Iowa,"Penrith, Brad",Jul 2000 - May 2010,MWR,6698,Men's Wrestling
"University of Maryland, College Park","Pensky, Brian",Jun 2005 - Feb 2012,WSO,22518,Women's Soccer
"University of Tennessee, Knoxville","Pensky, Brian",Mar 2012 -,WSO,31929,Women's Soccer
Cornell University,"Pepicelli, Daniel J.",Sep 2015 -,MBA,41056,Baseball
"University of Nebraska, Lincoln","Pepin, Gary",Apr 1983 - Aug 2007,WCC,25668,Women's Cross Country
"University of Nebraska, Lincoln","Pepin, Gary",Apr 1983 -,WTI,8946,"Women's Track, Indoor"
"University of Nebraska, Lincoln","Pepin, Gary",Apr 1983 -,MTI,8807,"Men's Track, Indoor"
"University of Nebraska, Lincoln","Pepin, Gary",Apr 1983 -,MTO,6361,"Men's Track, Outdoor"
"University of Nebraska, Lincoln","Pepin, Gary",Apr 1983 -,WTO,1279,"Women's Track, Outdoor"
"University of Nebraska, Lincoln","Pepin, Gary",Apr 1983 - Aug 2007,MCC,25667,Men's Cross Country
Alcorn State University,"Pepp, Shawn",May 2015 - Jun 2015,MBB,39066,Men's Basketball
Rice University,"Pera, Scott",Apr 2017 -,MBB,46218,Men's Basketball
Eastern Illinois University,"Perala, Summer",Apr 2009 - Jul 2013,WSO,19242,Women's Soccer
"University of California, Riverside","Percival, Troy",Aug 2014 -,MBA,37863,Baseball
Old Dominion University,"Pereira, Joe",Aug 2003 - Mar 2014,WSO,22519,Women's Soccer
University of Akron,"Peresie, Brian",Jun 2013 -,WSW,34927,Women's Swimming and Diving
University of Memphis,"Perez, Hayden",Sep 2014 -,WTE,37587,Women's Tennis
"California State University, Sacramento","Perez, Lori",Sep 2013 -,WSB,33914,Softball
Michigan State University,"Perkins, Erica",Aug 2006 - Aug 2008,WTE,836,Women's Tennis
University of New Mexico,"Perkins, Erica",Jul 2012 - Jul 2015,WTE,30466,Women's Tennis
"University of California, Irvine","Perkins, Jeff",Feb 2014 -,WCC,37450,Women's Cross Country
"University of California, Irvine","Perkins, Jeff",Feb 2014 -,WTI,37451,"Women's Track, Indoor"
"University of California, Irvine","Perkins, Jeff",Feb 2014 -,WTO,37452,"Women's Track, Outdoor"
"University of California, Irvine","Perkins, Jeff",Feb 2014 -,MTO,37449,"Men's Track, Outdoor"
"University of California, Irvine","Perkins, Jeff",Feb 2014 -,MCC,37448,Men's Cross Country
University of Evansville,"Perkins, Rickey",Sep 2002 - Sep 2018,WSW,22520,Women's Swimming and Diving
University of Evansville,"Perkins, Rickey",Sep 2002 - Sep 2018,MSW,22521,Men's Swimming and Diving
Grambling State University,"Perkins, Sharon",Aug 2009 - Sep 2011,WBW,25889,Women's Bowling
Georgia Institute of Technology,"Perkins, Sharon",Oct 2006 - Jul 2013,WSB,1169,Softball
University of Idaho,"Perlman, Katrina",Aug 2004 - Sep 2006,MTE,265,Men's Tennis
University of Idaho,"Perlman, Katrina",Aug 2004 - Aug 2006,WTE,4569,Women's Tennis
Wichita State University,"Perniciaro, Mike",Aug 2005 - Jul 2011,WSB,1382,Softball
Indiana State University,"Perniciaro, Mike",Aug 2017 -,WSB,47443,Softball
"Indiana University, Bloomington","Perniciaro, Mike",Jun 2017 - Aug 2017,WSB,46768,Softball
University of Georgia,"Perno, David",Aug 2001 - Jun 2013,MBA,1876,Baseball
"Fairleigh Dickinson University, Metropolitan Campus","Perog, Walter",Aug 2004 - Aug 2005,MGO,4459,Men's Golf
Wagner College,"Perpetua, Ed",Aug 2003 - Aug 2009,MTE,5050,Men's Tennis
Wagner College,"Perpetua, Ed",Aug 2003 - Aug 2009,WTE,5168,Women's Tennis
Villanova University,"Perretta, Harry",Jul 1979 -,WBB,22523,Women's Basketball
Long Island University-Brooklyn Campus,"Perri, Jack",May 2012 - Apr 2017,MBB,29550,Men's Basketball
Austin Peay State University,"Perrin, Jim",Jul 2004 - Jun 2008,WSB,8148,Softball
"University of Maine, Orono","Perron, Guy",Aug 2004 - Aug 2005,WIH,6752,Women's Ice Hockey
Purdue University Fort Wayne,"Perrotte, Ryan",Aug 2015 -,MVB,41627,Men's Volleyball
Bryant University,"Perry, James",Feb 2017 -,MFB,45724,Football
University of Idaho,"Perry, Leonard",Apr 2001 - Apr 2006,MBB,6280,Men's Basketball
Longwood University,"Perry, Martin",Nov 2014 - Jul 2015,MTE,41641,Men's Tennis
Georgia State University,"Perry, Michael",Aug 2003 - Apr 2007,MBB,7796,Men's Basketball
Kennesaw State University,"Perry, Nitra",Sep 2012 - May 2016,WBB,31214,Women's Basketball
North Carolina Central University,"Perry, Paul",Aug 2005 - Jul 2012,MGO,8320,Men's Golf
Birmingham-Southern College,"Perry, Tyra",Aug 2003 - Aug 2007,WSB,69,Softball
University of Illinois Urbana-Champaign,"Perry, Tyra",Jul 2015 -,WSB,41821,Softball
Western Kentucky University,"Perry, Tyra",Sep 2007 - Sep 2012,WSB,286,Softball
Prairie View A&M University,"Perry, Vernon",Aug 2003 - Aug 2004,WGO,2460,Women's Golf
Prairie View A&M University,"Perry, Vernon",Aug 2003 - Aug 2004,MGO,4680,Men's Golf
St. John's University (New York),"Persico, Joanne",Mar 1994 -,WVB,6516,Women's Volleyball
Francis Marion University,"Person, Joel",Apr 2009 - Jul 2012,WSO,23081,Women's Soccer
University of Toledo,"Persson, Jonas",Aug 2016 -,WSW,45113,Women's Swimming and Diving
Drake University,"Pervez, Sadhaf",Aug 2013 - Jan 2016,WTE,34858,Women's Tennis
Southern Utah University,"Pervez, Sadhaf",Aug 2016 -,MTE,43672,Men's Tennis
Prairie View A&M University,"Pete, Alicia",Aug 1999 - Feb 2015,WVB,22524,Women's Volleyball
Cornell University,"Peters, Al",Oct 1995 - Aug 2005,WFE,6066,Women's Fencing
University of Toledo,"Peters, Chris",Sep 2012 - Mar 2016,WSW,31631,Women's Swimming and Diving
University of Pittsburgh,"Peters, Jason",May 2013 - Feb 2017,MWR,34682,Men's Wrestling
North Carolina A&T State University,"Peters, Kenya",Nov 2013 -,WSB,37347,Softball
Jackson State University,"Peters, Kenya",Aug 2004 - Jan 2011,WSB,1529,Softball
"University of California, Davis","Peters, Rex",Aug 2002 - Sep 2011,MBA,5013,Baseball
University of Northern Iowa,"Petersen, Bobbi",Feb 2001 -,WVB,1428,Women's Volleyball
Boise State University,"Petersen, Chris",Jan 2006 - Jan 2014,MFB,6727,Football
University of Washington,"Petersen, Chris",Feb 2014 -,MFB,35252,Football
University of North Texas,"Petersen, Mike",May 2012 - May 2015,WBB,30323,Women's Basketball
Wake Forest University,"Petersen, Mike",May 2004 - May 2012,WBB,7683,Women's Basketball
Bradley University,"Petersen, Scott",Sep 2004 - Apr 2012,WTE,5419,Women's Tennis
San Jose State University,"Petersmeyer, Jeffrey",Aug 2013 - Nov 2018,MCC,34279,Men's Cross Country
San Jose State University,"Petersmeyer, Jeffrey",Aug 2013 - Nov 2018,WTO,34284,"Women's Track, Outdoor"
San Jose State University,"Petersmeyer, Jeffrey",Aug 2013 - Nov 2018,WCC,34280,Women's Cross Country
San Jose State University,"Petersmeyer, Jeffrey",Aug 2013 - Nov 2018,WTI,34283,"Women's Track, Indoor"
Cleveland State University,"Peterson Abiad, Kate",May 2003 - May 2018,WBB,6872,Women's Basketball
Appalachian State University,"Peterson, Buzz",Jun 2009 - May 2010,MBB,23472,Men's Basketball
"University of Tennessee, Knoxville","Peterson, Buzz",May 2001 - Apr 2005,MBB,9711,Men's Basketball
University of North Carolina Wilmington,"Peterson, Buzz",May 2010 - Mar 2014,MBB,25047,Men's Basketball
Coastal Carolina University,"Peterson, Buzz",May 2005 - Jul 2007,MBB,19127,Men's Basketball
University of Memphis,"Peterson, Charlotte",Oct 1975 - Jul 2007,WTE,255,Women's Tennis
Campbell University,"Peterson, Drew",Aug 2003 - Jul 2014,WSB,22525,Softball
"University of California, Los Angeles","Peterson, Eric",Mar 2000 - Nov 2009,MCC,6226,Men's Cross Country
Tulane University,"Peterson, Eric",Apr 2010 -,MCC,22848,Men's Cross Country
Tulane University,"Peterson, Eric",Apr 2010 -,WTO,22852,"Women's Track, Outdoor"
Tulane University,"Peterson, Eric",Apr 2010 -,WTI,22851,"Women's Track, Indoor"
Tulane University,"Peterson, Eric",Apr 2010 -,MTO,22850,"Men's Track, Outdoor"
"University of California, Los Angeles","Peterson, Eric",Aug 2003 - Nov 2009,WCC,2735,Women's Cross Country
Tulane University,"Peterson, Eric",Apr 2010 -,WCC,22849,Women's Cross Country
Texas Christian University,"Peterson, Erik",Feb 2015 - Oct 2016,WSV,42855,Women's Beach Volleyball
Towson University,"Peterson, Jamie",Oct 2016 -,WTE,45088,Women's Tennis
"Indiana University, Bloomington","Peterson, Steve",Sep 2003 -,WCR,1278,Women's Rowing
Middle Tennessee State University,"Peterson, Steve",Aug 2003 - Aug 2012,MBA,215,Baseball
La Salle University,"Peterson, Tom",Sep 2014 -,WTO,38502,"Women's Track, Outdoor"
Brigham Young University,"Peterson, Tom",Aug 2003 - Aug 2006,MVB,9641,Men's Volleyball
La Salle University,"Peterson, Tom",Sep 2014 -,MCC,38498,Men's Cross Country
Weber State University,"Peterson, Tom",Feb 2011 - Dec 2014,WVB,26384,Women's Volleyball
La Salle University,"Peterson, Tom",Sep 2014 -,WTI,38501,"Women's Track, Indoor"
La Salle University,"Peterson, Tom",Sep 2014 -,MTO,38503,"Men's Track, Outdoor"
La Salle University,"Peterson, Tom",Sep 2014 -,WCC,38499,Women's Cross Country
La Salle University,"Peterson, Tom",Sep 2014 -,MTI,38500,"Men's Track, Indoor"
University of San Diego,"Petrie, Jennifer",Sep 1997 -,WVB,6498,Women's Volleyball
Pennsylvania State University,"Petrini, Robin",Aug 1996 - Jul 2013,WSB,22526,Softball
University of Louisville,"Petrino, Bobby",Sep 2003 - Feb 2007,MFB,4021,Football
Western Kentucky University,"Petrino, Bobby",Jan 2013 - Feb 2014,MFB,34859,Football
"University of Arkansas, Fayetteville","Petrino, Bobby",Jan 2008 - May 2012,MFB,9800,Football
University of Louisville,"Petrino, Bobby",Feb 2014 - Dec 2018,MFB,35236,Football
University of Idaho,"Petrino, Paul",Jan 2013 -,MFB,34128,Football
Florida International University,"Petrovia, Katrina",Oct 2012 -,WTE,32276,Women's Tennis
"University of South Carolina, Columbia","Petrovic, Katarina",Mar 2012 - Jul 2012,WTE,29304,Women's Tennis
Southern Methodist University,"Petrucelli, Chris",Jun 2012 -,WSO,31284,Women's Soccer
University of Texas at Austin,"Petrucelli, Chris",Feb 1999 - Jan 2012,WSO,22527,Women's Soccer
Alabama A&M University,"Pettaway, Vann",Sep 1983 - Jun 2011,MBB,7707,Men's Basketball
Howard University,"Petty, Rayford",Mar 2002 - Jan 2007,MFB,4100,Football
Howard University,"Petty, Rayford",Apr 2013 - Dec 2013,MFB,34989,Football
Texas Tech University,"Petty, Todd",Jul 2009 -,WTE,7400,Women's Tennis
Northwestern State University,"Peveto, Bradley Dale",Feb 2009 - Jan 2013,MFB,19544,Football
University of Connecticut,"Pezzino, Dave",Sep 2007 -,MGO,8151,Men's Golf
Florida International University,"Pezzino, David",Aug 2003 - Aug 2006,WGO,1268,Women's Golf
University of Houston,"Pfau, Christopher",Jul 2012 - Dec 2016,WSO,31709,Women's Soccer
University of Akron,"Pfau, Christopher",Aug 2007 - Jun 2012,WSO,7198,Women's Soccer
University of Evansville,"Pfau, Christopher",Mar 2005 - Feb 2008,WSO,8322,Women's Soccer
Xavier University,"Pfeffenberger, Christy",Feb 2014 -,WVB,42089,Women's Volleyball
University of Idaho,"Pfeifer, George",Apr 2006 - Apr 2008,MBB,3197,Men's Basketball
University of Vermont,"Pfeifer, Kate",Mar 2014 -,WFH,38145,Field Hockey
University of Montana,"Pflugrad, Robin",Mar 2010 - Apr 2012,MFB,22834,Football
University of Pittsburgh,"Phalen, Michele",Sep 1997 - Aug 2008,WSB,996,Softball
Western Kentucky University,"Phelan, Leslie",Aug 2003 - Aug 2004,WSB,4679,Softball
Virginia Military Institute,"Phelps, Anna",Jul 2010 - Aug 2014,WWP,25266,Women's Water Polo
Drake University,"Phelps, Mark",May 2008 - May 2013,MBB,3136,Men's Basketball
Idaho State University,"Phenicie, Rob",Jun 2017 -,MFB,46465,Football
Yale University,"Phillips, Anne",Aug 2008 - Aug 2015,WLA,25224,Women's Lacrosse
Northeastern University,"Phillips, Ashley",Sep 2016 -,WSO,44907,Women's Soccer
Long Island University-Brooklyn Campus,"Phillips, Asi",Aug 2005 - Aug 2014,WTE,3897,Women's Tennis
Gardner-Webb University,"Phillips, Chris",Aug 2004 - Jan 2011,WVB,8553,Women's Volleyball
Liberty University,"Phillips, Chris",Aug 2003 - Aug 2004,WVB,5938,Women's Volleyball
Temple University,"Phillips, George",Oct 1983 - Jul 2004,WTI,1133,"Women's Track, Indoor"
Temple University,"Phillips, George",Aug 2003 - Aug 2004,MTO,3185,"Men's Track, Outdoor"
Temple University,"Phillips, George",Oct 1983 - Jul 2004,WTO,2129,"Women's Track, Outdoor"
Temple University,"Phillips, George",Aug 2003 - Aug 2004,MTI,489,"Men's Track, Indoor"
Mount St. Mary's University,"Phillips, Jay",May 2015 -,WTI,39553,"Women's Track, Indoor"
Mount St. Mary's University,"Phillips, Jay",May 2015 -,MTI,39552,"Men's Track, Indoor"
Mount St. Mary's University,"Phillips, Jay",May 2015 -,WTO,39554,"Women's Track, Outdoor"
Mount St. Mary's University,"Phillips, Jay",May 2015 -,MTO,39555,"Men's Track, Outdoor"
Mount St. Mary's University,"Phillips, Jay",Aug 2005 -,MCC,3150,Men's Cross Country
Mount St. Mary's University,"Phillips, Jay",Aug 2005 -,WCC,22241,Women's Cross Country
The University of Tulsa,"Phillips, John",Aug 2003 - Apr 2005,MBB,3432,Men's Basketball
University of Kentucky,"Phillips, Joker",Mar 2010 - Jan 2013,MFB,22808,Football
Robert Morris University,"Phillips, Katy",Dec 2003 - Feb 2018,WLA,22528,Women's Lacrosse
Miami University (Ohio),"Phillips, Kelly",Sep 2009 - Jun 2015,WCC,22916,Women's Cross Country
Florida State University,"Phillips, Kelly",Jul 2015 -,WCC,40075,Women's Cross Country
Miami University (Ohio),"Phillips, Kelly",Sep 2009 - Jun 2015,WTI,19598,"Women's Track, Indoor"
Miami University (Ohio),"Phillips, Kelly",Sep 2009 - Jun 2015,WTO,19900,"Women's Track, Outdoor"
"California State University, Bakersfield","Phillips, Melissa",May 2011 - Mar 2014,WSO,29136,Women's Soccer
Montana State University-Bozeman,"Phillips, Mike",Sep 2000 - May 2012,MTE,3754,Men's Tennis
University of Northern Colorado,"Phillips, Mike",Sep 2013 - Sep 2015,MTE,36654,Men's Tennis
